C[N+]([O-])(C)CCCCCCCC>>C[N+](C)([O-])CCCCCCCC	0
[O-][N+]1=CCCC1(C)C>>[O-][N+]2=CCCC2(C)C	0
[O-][N+]1=CC=CC=C1>>O[N+]2=CC=CC=C2	0.5
O=S(CCCC)CCCC>>CN(C)B(N(C)C)O[S+](CCCC)CCCC	0.12
O=S(C1=CC=CC=C1)C2=CC=CC=C2>>CN(C)B(N(C)C)O[S+](C1=CC=CC=C1)C2=CC=CC=C2	0.15
CS(C1=CC=CC=C1)=O>>C[S+](OB(N(C)C)N(C)C)C1=CC=CC=C1	0.66
O=S1CCCC1>>CN(C)B(N(C)C)O[S+]1CCCC1 0.60
C[N+]1([O-])CCOCC1>>C[N+]1(OB(N(C)C)N(C)C)CCOCC1	0
[O-][N+]1=CC=CC2=C1C(O)=CC=C2>>CN(C)B(N(C)C)O[N+]1=CC=CC2=C1C(O)=CC=C2	0.86
COC1=CC=NC=C1>>COC1=CC=[N+](B(N(C)C)N(C)C)C=C1	0.45
CC1=NCCC1>>CC1=[N+](B(N(C)C)N(C)C)CCC1	0.78
[O-][N+]1=CC=C(C)C=C1>>CN(C)B(N(C)C)O[N+]1=CC=C(C)C=C1	0.37
[O-][N+]1=CC=CC2=C1C=CC=C2>>CN(C)B(N(C)C)O[N+]1=CC=CC2=C1C=CC=C2	0
C1=CN=CC=C1>>CN(C)B([N+](C)(C)C)N(C)C	1
[O-][N+](CC1)(CCOCC(O)=O)CCN1C(C2=CC=CC=C2)C3=CC=CC=C3>>OC(COCC[N+](CC1)(OB(N(C)C)N(C)C)CCN1C(C2=CC=CC=C2)C3=CC=CC=C3)=O	0
CC1=CC2=C(S1)NC3=C(C=CC=C3)N=C2N4CC[N+](C)([O-])CC4>>CC1=CC2=C(S1)NC3=C(C=CC=C3)N=C2N4CC[N+](C)(OB(N(C)C)N(C)C)CC4	0
O=C(OC)NC1=NC2=CC=C(S(CCC)=O)C=C2N1>>O=C(OC)NC1=NC2=CC=C(/S(CCC)=[O+]/B(N(C)C)N(C)C)C=C2N1	0
O=S(C)C(C=C1)=CC=C1CC2C(C)=C(CC(O)=O)C3=CC(F)=CC=C32>>C/S(C(C=C1)=CC=C1CC2C(C)=C(CC(O)=O)C3=CC(F)=CC=C32)=[O+]\B(N(C)C)N(C)C	0
O=S1C2=CC=CC=C2C=C1C(C)N(C(N)=O)O>>CC(N(C(N)=O)O)C1=CC2=CC=CC=C2/S1=[O+]/B(N(C)C)N(C)C	0
OCCOCC[N+](CC1)([O-])CCN1C2=NC3=C(C=CC=C3)SC4=C2C=CC=C4>>OCCOCC[N+](CC1)(OB(N(C)C)N(C)C)CCN1C2=NC3=C(C=CC=C3)SC4=C2C=CC=C4	0
CN(N=C1)C=C1C[N+]2([O-])CCC(C=C(SC(N)=N3)C3=C4)=C4CC2>>CN(N=C1)C=C1C[N+]2(OB(N(C)C)N(C)C)CCC(C=C(SC(N)=N3)C3=C4)=C4CC2	0
CN(N=C1)C=C1CN2CCC(C=C(SC(N)=[N+]3[O-])C3=C4)=C4CC2>>CN(N=C1)C=C1CN2CCC(C=C(SC(N)=[N+]3OB(N(C)C)N(C)C)C3=C4)=C4CC2	0
NC(N)=O>>N/C(N)=[O+]/B(N(C)C)N(C)C	0.96
NC(NC1=CC=CC=C1)=O>>N/C(NC1=CC=CC=C1)=[O+]\B(N(C)C)N(C)C	0.06
O=C(NC)NC1=CC=CC=C1>>CN(C)B(N(C)C)/[O+]=C(NC)/NC1=CC=CC=C1	0.39
O=C(N(C)C)NC1=CC=CC=C1>>CN(C)B(N(C)C)/[O+]=C(N(C)C)/NC1=CC=CC=C1	0.65
NC(C1=CC=CC=C1)=O>>N/C(C1=CC=CC=C1)=[O+]/B(N(C)C)N(C)C	0.95
NC(OC1=CC=CC=C1)=O>>N/C(OC1=CC=CC=C1)=[O+]/B(N(C)C)N(C)C	0.99
NC(OCC1=CC=CC=C1)=O>>N/C(OCC1=CC=CC=C1)=[O+]/B(N(C)C)N(C)C	0.92OCCOCCN(CC1)CCN1C(C2=C3C=CC=C2)=NC4=C(C=CC=C4)S3=O>>OCCOCC[N+](CC1)(B(N(C)C)N(C)C)CCN1C(C2=C3C=CC=C2)=NC4=C(C=CC=C4)S3=O	0
[O-][N+]1=CC=C(C)C=C1>>CN(C)B(N(C)C)O[N+]1=CC=C(C)C=C1	0.37
O=C(NC)N1CCCCC1>>N/C(N1CCCCC1)=[O+]\B(N(C)C)N(C)C	0.31
CNC>>CN(C)B([N+](C)(C)C)N(C)C	1
C[N+]([O-])(C)C>>C[N+](C)(OB(N(C)C)N(C)C)C	0